iter	RMSE
367	0.1676387473
368	0.1673498079
369	0.1671028284
370	0.1666781131
371	0.166252383
372	0.1661178626
373	0.1659439935
374	0.1656557079
375	0.1654700232
376	0.165334605
377	0.1649761646
378	0.1648823685
379	0.1646299781
380	0.1644323863
381	0.1641995527
382	0.1637371287
383	0.1634710175
384	0.1633033958
385	0.1631111538
386	0.1628311926
387	0.162630362
388	0.1624181661
389	0.1621760559
390	0.162053577
391	0.1617453474
392	0.1611819851
393	0.160869129
394	0.1604542672
395	0.1602357782
396	0.1600960027
397	0.1598445192
398	0.1595956465
399	0.159427994
400	0.1592739537
401	0.1591811942
402	0.1589367784
403	0.1586532423
404	0.1584445426
405	0.1580648015
406	0.1578503612
407	0.1576579954
408	0.1574104866
409	0.1571476527
410	0.156991925
411	0.1566550857
412	0.1563866595
413	0.1562477541
414	0.1560674605
415	0.1559473358
416	0.1557215747
417	0.1555650979
418	0.1553552317
419	0.1551547495
420	0.1549931387
421	0.1548637814
422	0.1545408736
423	0.1542934033
424	0.1540440639
425	0.1535722828
426	0.1532759952
427	0.1530492309
428	0.1527416
429	0.1524081244
430	0.1522606708
431	0.1520576052
432	0.1518969227
433	0.1514985458
434	0.1512161833
435	0.1510864726
436	0.1507596927
437	0.1505756951
438	0.1503050669
439	0.1499575462
440	0.1498686904
441	0.1497259261
442	0.1494729821
443	0.1490013066
444	0.148911337
445	0.1487208535
446	0.1483178349
447	0.1479382941
448	0.147724753
449	0.1475705907
450	0.1473974768
451	0.1472819834
452	0.1470877159
453	0.1468808345
454	0.1467618201
455	0.1465436889
456	0.1463175683
457	0.1461039296
458	0.1459163067
459	0.1456634718
460	0.1454570141
461	0.1452579081
462	0.1450300384
463	0.1447880917
464	0.1444730357
465	0.1443542441
466	0.1442713674
467	0.1440678061
468	0.143937788
469	0.1436567868
470	0.1434024559
471	0.1432540825
472	0.1430238512
473	0.1429629748
474	0.1427347831
475	0.1426183628
476	0.1424090554
477	0.1422333477
478	0.1421365889
479	0.1419114803
480	0.1418092537
481	0.1415822665
482	0.1414099855
483	0.1411790486
484	0.1410261486
485	0.1407891038
486	0.1404729597
487	0.1403356769
488	0.1400144182
489	0.1397370786
490	0.1395687006
491	0.1392440918
492	0.1390277004
493	0.1388249736
494	0.1386761643
495	0.1385422892
496	0.1382919726
497	0.1381862236
498	0.1380184193
499	0.137821948
500	0.1377072317
501	0.13754683
502	0.1374298001
503	0.1373143813
504	0.1370419994
505	0.1368235571
506	0.1366973971
507	0.1365900123
508	0.136543906
509	0.1363640591
510	0.1362524086
511	0.1360569804
512	0.1358798522
513	0.1357003453
514	0.1355756066
515	0.1353890176
516	0.1352035284
517	0.1349756207
518	0.1346632891
519	0.1345206807
520	0.1342870956
521	0.1341812011
522	0.1340922614
523	0.1338329535
524	0.133746493
525	0.1335749211
526	0.1333550453
527	0.1331543036
528	0.13298309
529	0.1329095351
530	0.1327018966
531	0.1326285754
532	0.1324917129
533	0.1324288638
534	0.1323363923
535	0.1321565905
536	0.1319513143
537	0.1317898452
538	0.131526614
539	0.1313518892
540	0.1312266012
541	0.1310453591
542	0.1309090006
543	0.1306971039
544	0.1306166922
545	0.130423877
546	0.1301988986
547	0.1300951609
548	0.1299357378
549	0.1298033936
550	0.1296465407
551	0.1294849541
552	0.1293363956
553	0.1292354406
554	0.1290855785
555	0.1289885909
556	0.1288755088
557	0.1287171248
558	0.1285258156
559	0.1282848004
560	0.1280715274
561	0.1280057979
562	0.1278185138
563	0.1276919567
564	0.1275150683
565	0.1274113549
566	0.1272161567
567	0.1269683378
568	0.1269356164
569	0.1268630124
570	0.1267785399
571	0.12666536
572	0.1266128253
573	0.1265539658
574	0.1263976876
575	0.1263253565
576	0.1261213136
577	0.1259419188
578	0.1257705497
579	0.1256675983
580	0.1255594514
581	0.1255052409
582	0.1252902629
583	0.1251732498
584	0.1250650281
585	0.1249497815
586	0.124718056
587	0.1246309749
588	0.1245263106
589	0.1242421939
590	0.1241747694
591	0.1239604848
592	0.1237511007
593	0.1236456877
594	0.1234954154
595	0.1234069272
596	0.1233195385
597	0.1231104003
598	0.1229247113
599	0.1227803486
600	0.1226675272
601	0.1225550391
602	0.1223668405
603	0.1222856271
604	0.1221945531
605	0.1220328361
606	0.121902745
607	0.1218176766
608	0.1217285896
609	0.1216050717
610	0.1214847391
611	0.1213102442
612	0.1211311705
613	0.1210099553
614	0.1208930281
615	0.1208083412
616	0.1206192864
617	0.1203799127
618	0.1202548165
619	0.1201208149
620	0.1199690759
621	0.1199109361
622	0.1197772137
623	0.1195702234
624	0.1194356764
625	0.1192713838
626	0.1192353742
627	0.1190254954
628	0.118913527
629	0.1187802043
630	0.1186304909
631	0.1184177869
632	0.1181787313
633	0.1180861645
634	0.1179424593
635	0.1177750596
636	0.1176672635
637	0.1175425335
638	0.1174333901
639	0.1173198744
640	0.1172224699
641	0.1171367004
642	0.1170194162
643	0.1168760444
644	0.1167790634
645	0.1166779044
646	0.1165363179
647	0.1164204889
648	0.1163639167
649	0.1162030991
650	0.1160641427
651	0.1157970307
652	0.1156543132
653	0.115581802
654	0.115433483
655	0.1151768963
656	0.1149393186
657	0.1148827348
658	0.1147690406
659	0.1145805998
660	0.1144542
661	0.114375481
662	0.1142424273
663	0.1141959723
664	0.1140623682
665	0.1140136954
666	0.1137710025
667	0.11368562
668	0.1135150997
669	0.113327075
670	0.1131929613
671	0.1131207447
672	0.1130147015
673	0.1129294588
674	0.1127921812
675	0.1127556482
676	0.1126895487
677	0.1124643724
678	0.1123802471
679	0.1123126307
680	0.1122316037
681	0.1121790589
682	0.1120313693
683	0.1118106638
684	0.1116308362
685	0.1115244133
686	0.1114011417
687	0.1112678155
688	0.1111302726
689	0.1109446297
690	0.1108468896
691	0.1107213129
692	0.1106274004
693	0.1105192088
694	0.1104514016
695	0.1103034016
696	0.1102304385
697	0.11001926
698	0.1099526311
699	0.1098478193
700	0.1096611176
701	0.1095596595
702	0.1094116365
703	0.1092947466
704	0.1090771429
705	0.1089799873
706	0.1088650873
707	0.1086403359
708	0.1084956585
709	0.1082964575
710	0.1082412517
711	0.1081194141
712	0.107982006
713	0.1078702613
714	0.1077402969
715	0.1076433884
716	0.1075045136
717	0.1074265881
718	0.1073844246
719	0.1072595499
720	0.107042666
721	0.1070056823
722	0.1069581487
723	0.1068839848
724	0.1067760291
725	0.106608037
726	0.1065094789
727	0.1064416527
728	0.1063032056
729	0.1062024956
730	0.1061301119
731	0.1060424408
732	0.1059440623
733	0.105778492
734	0.105589163
735	0.1054262103
736	0.105363603
737	0.1052933192
738	0.1051335289
739	0.1050395203
740	0.1049333748
741	0.1048007036
742	0.104749427
743	0.1046167226
744	0.1044947777
745	0.1044190916
746	0.104349041
747	0.1041893734
748	0.1040820645
749	0.104010958
750	0.1039252272
751	0.1037496468
752	0.1035951982
753	0.1034239178
754	0.1034159599
755	0.1033354703
756	0.1032747939
757	0.1032142839
758	0.1031415711
759	0.1031043305
760	0.103015749
761	0.1029484982
762	0.1028858368
763	0.1027542451
764	0.1026220765
765	0.1025201757
766	0.1023662225
767	0.1022420132
768	0.1021283703
769	0.1019719254
770	0.1018054256
771	0.1016170345
772	0.1015491377
773	0.1014332096
774	0.1013297488
775	0.1012326696
776	0.1010996613
777	0.1010506267
778	0.1010014916
779	0.1008444959
780	0.1007042514
781	0.1005729815
782	0.1004493898
783	0.1004132764
784	0.1002730516
785	0.1002208079
786	0.1001415079
787	0.1000302013
788	0.09995340121
789	0.09985368715
790	0.09976149748
791	0.09972782549
792	0.09967656153
793	0.09961073998
794	0.09950168522
795	0.09930305254
796	0.09924680552
797	0.09910953261
798	0.09901819679
799	0.09888382431
800	0.09883836572
801	0.09864075416
802	0.098499515
803	0.09836476016
804	0.09826158787
805	0.0981786909
806	0.09808754791
807	0.09799895838
808	0.09785198574
809	0.09777607698
810	0.09773630115
811	0.0976104689
812	0.09751195289
813	0.09740036323
814	0.09729631965
815	0.09722394939
816	0.09717826421
817	0.09707980735
818	0.09700451068
819	0.09695278043
820	0.09682258669
821	0.09675201215
822	0.09661225658
823	0.09641589349
824	0.09628122059
825	0.09623545228
826	0.09619341573
827	0.09608649949
828	0.09598323411
829	0.09585702929
830	0.09574441297
831	0.09572657459
832	0.09564723812
833	0.09556146791
834	0.09541925991
835	0.09536226584
836	0.0952618437
837	0.09522725283
838	0.09511078261
839	0.09497108206
840	0.09487445406
841	0.0947009033
842	0.09451411956
843	0.09432532021
844	0.09415288191
845	0.0940090263
846	0.09391430776
847	0.09384093666
848	0.09378860139
849	0.09371037892
850	0.09368132459
851	0.09350475566
852	0.09337508485
853	0.09319380238
854	0.09310478005
855	0.09301223752
856	0.09296769611
857	0.09293057961
858	0.09286523843
859	0.09261098449
860	0.09256205358
861	0.09246688015
862	0.09243315714
863	0.09239843643
864	0.09223933762
865	0.0921391666
866	0.09209217331
867	0.09194920934
868	0.09187144562
869	0.09180375376
870	0.09167426247
871	0.09155125992
872	0.09136870611
873	0.0912323867
874	0.09113832183
875	0.09100439304
876	0.09082358544
877	0.09076317689
878	0.09067364798
879	0.09058346571
880	0.0904317211
881	0.09034336855
882	0.0902628259
883	0.09021114365
884	0.09014860035
885	0.09010770121
886	0.09003857969
887	0.08991102826
888	0.08982564886
889	0.08969557504
890	0.08962796355
891	0.08950556115
892	0.08936859944
893	0.08919392457
894	0.08908712738
895	0.08897925462
896	0.08878316836
897	0.08865295979
898	0.08854682404
899	0.08849877106
900	0.08846000558
901	0.0883235513
902	0.088214538
903	0.08813482375
904	0.08800209029
905	0.0879316701
906	0.08787969036
907	0.08776931312
908	0.08765462686
909	0.08753547033
910	0.08746958977
911	0.08739891907
912	0.08736523029
913	0.08731214218
914	0.08724148316
915	0.08711736991
916	0.08702064643
917	0.08695631909
918	0.08689756973
919	0.08675636178
920	0.08668284192
921	0.08662060048
922	0.08656495605
923	0.08642288359
924	0.08637744853
925	0.08623828361
926	0.08611787866
927	0.08600020652
928	0.08595150706
929	0.08583645084
930	0.08579859912
931	0.08574435789
932	0.08563570341
933	0.08556175745
934	0.08536147272
935	0.08520221745
936	0.08506867017
937	0.08495143073
938	0.08483481678
939	0.08479752448
940	0.08476244242
941	0.08472134107
942	0.08464995759
943	0.08462113262
944	0.08457213214
945	0.08447388368
946	0.08435811512
947	0.08423777615
948	0.08415033042
949	0.08402489917
950	0.08395403121
951	0.08376116526
952	0.08365838203
953	0.0835777043
954	0.08353169548
955	0.08352603408
956	0.08342152916
957	0.08327073268
958	0.08315141052
959	0.08302841461
960	0.08300042464
961	0.08293513076
962	0.08282357971
963	0.08276638119
964	0.08274568266
965	0.08268004551
966	0.08262483809
967	0.08251535737
968	0.08249477444
969	0.08243996867
970	0.08235412928
971	0.08227059008
972	0.08221853996
973	0.08215500643
974	0.0820530808
975	0.08198481748
976	0.08190895571
977	0.0817969384
978	0.08170715945
979	0.08161749404
980	0.08154150235
981	0.08145127272
982	0.08131829657
983	0.08125296541
984	0.08117314389
985	0.08116627234
986	0.08109346071
987	0.08105920109
988	0.08097162668
989	0.08088363521
990	0.08080412128
991	0.08076015264
992	0.08069474349
993	0.08060167073
994	0.08049042417
995	0.08038156478
996	0.0803529285
997	0.08022407453
998	0.08010901252
999	0.08004603213
